dtime,v1,v2,v3,a1,a2,a3,total_e
2022-12-05 15:09:53,130.542,128.183,130.767,36.259,34.453,31.894,44729.460
2022-12-05 15:19:54,131.299,129.455,130.942,23.879,22.436,24.311,44730.960
2022-12-05 15:28:43,137.007,135.018,137.838,6.926,6.400,1.508,44731.730
2022-12-05 15:38:10,138.101,136.916,138.694,1.631,0.164,1.512,44731.800
2022-12-05 15:49:55,137.773,136.711,138.415,1.632,0.168,1.513,44732.160
2022-12-05 15:59:55,137.231,136.045,137.946,1.627,0.171,1.506,44732.250
2022-12-05 16:09:55,137.098,135.912,137.501,1.622,0.168,1.504,44732.320
2022-12-05 16:19:56,136.041,135.094,137.032,1.617,0.170,1.498,44732.400
2022-12-05 16:29:55,135.575,134.033,136.816,1.615,0.171,1.496,44732.480
2022-12-05 16:39:56,136.904,135.808,138.118,1.624,0.169,1.507,44732.550
2022-12-05 16:49:56,136.293,134.075,138.413,6.783,6.275,1.511,44732.770
2022-12-05 16:59:56,135.544,134.289,137.244,1.614,0.165,1.500,44732.860
2022-12-05 17:09:56,134.619,133.593,136.182,1.607,0.167,1.490,44732.930
2022-12-05 17:19:56,135.704,134.594,137.026,1.613,0.166,1.497,44733.020
2022-12-05 17:29:56,130.368,128.391,131.092,32.614,32.781,34.528,44733.850
2022-12-05 17:39:57,133.393,131.959,134.092,21.319,20.111,22.417,44735.130
2022-12-05 17:49:56,134.597,133.559,135.321,21.076,20.246,22.326,44736.420
2022-12-05 17:59:57,137.290,136.889,138.864,1.627,0.169,1.510,44737.150
2022-12-05 18:09:57,137.977,136.630,138.776,1.634,0.168,1.516,44737.230
2022-12-05 18:19:57,135.362,134.480,136.269,1.609,0.166,1.493,44737.450
2022-12-05 18:29:57,134.759,132.852,135.833,1.611,0.172,1.493,44737.530
2022-12-05 18:39:57,134.940,133.818,136.656,1.610,0.168,1.493,44737.600
2022-12-05 18:49:57,135.415,134.280,136.418,1.610,0.166,1.495,44737.680
2022-12-05 18:59:57,135.232,134.153,136.614,1.612,0.168,1.496,44737.900
2022-12-05 19:09:57,135.171,134.339,136.422,1.608,0.167,1.492,44737.980
2022-12-05 19:19:57,135.194,133.650,136.749,6.088,5.652,1.497,44738.060
2022-12-05 19:29:57,134.817,133.473,135.743,1.606,0.163,1.490,44738.130
2022-12-05 19:39:58,135.512,134.500,136.560,1.610,0.169,1.494,44738.210
2022-12-05 19:49:58,134.705,134.118,136.220,1.605,0.166,1.490,44738.430
2022-12-05 19:59:58,134.880,134.354,136.768,1.607,0.167,1.492,44738.510
2022-12-05 20:09:58,133.757,133.020,134.802,21.556,20.969,23.090,44738.730
2022-12-05 20:19:58,134.181,133.145,134.930,21.167,20.370,22.416,44740.020
2022-12-05 20:29:58,134.256,133.061,135.493,21.200,20.077,22.720,44741.450
2022-12-05 20:39:58,138.016,137.049,138.931,1.631,0.162,1.514,44742.600
2022-12-05 20:49:58,137.396,136.448,138.759,1.629,0.162,1.513,44742.670
2022-12-05 20:59:59,138.098,136.834,139.277,1.635,0.162,1.518,44742.760
2022-12-05 21:09:59,137.762,136.728,139.267,1.634,0.165,1.517,44742.830
2022-12-05 21:19:59,135.181,133.809,135.711,1.607,0.167,1.491,44743.050
2022-12-05 21:29:59,135.378,133.971,136.507,1.609,0.165,1.495,44743.130
2022-12-05 21:39:59,135.792,135.185,136.985,1.613,0.167,1.498,44743.200
2022-12-05 21:49:59,136.503,135.334,137.325,1.617,0.164,1.502,44743.280
2022-12-05 21:59:59,135.470,134.511,136.466,1.614,0.170,1.497,44743.490
2022-12-05 22:09:59,136.348,135.327,136.717,1.611,0.166,1.497,44743.560
2022-12-05 22:19:59,136.093,135.054,136.996,1.613,0.165,1.498,44743.640
2022-12-05 22:30:00,136.079,133.218,134.751,1.595,0.161,1.482,44743.720
2022-12-05 22:39:59,133.136,130.813,132.443,1.576,0.164,1.464,44743.790
2022-12-05 22:49:50,134.249,131.939,133.208,1.588,0.167,1.473,44743.990
2022-12-05 22:59:50,127.230,125.067,126.338,22.166,20.940,22.043,44744.790
2022-12-05 23:09:50,127.735,125.683,126.846,22.039,20.887,21.970,44746.040
2022-12-05 23:19:50,127.364,125.132,126.078,22.227,20.987,21.841,44747.280
2022-12-05 23:29:50,123.552,120.502,121.872,33.602,33.353,32.011,44748.580
2022-12-05 23:39:50,127.607,124.918,126.281,22.477,20.726,21.885,44749.900
2022-12-05 23:49:50,128.306,125.763,126.993,22.329,20.703,21.789,44751.150
