dtime,v1,v2,v3,a1,a2,a3,total_e
2022-12-02 08:09:57,133.750,132.951,135.818,1.938,0.159,1.825,44445.250
2022-12-02 08:19:57,136.634,135.709,138.184,1.947,0.165,1.833,44445.330
2022-12-02 08:29:57,133.265,130.877,133.712,22.245,20.034,23.130,44445.800
2022-12-02 08:39:57,135.393,133.012,136.010,21.818,19.717,22.843,44447.320
2022-12-02 08:49:58,134.321,132.258,134.933,21.746,19.895,22.860,44448.610
2022-12-02 08:59:58,134.305,132.333,134.425,21.726,19.999,22.589,44449.910
2022-12-02 09:09:58,132.539,129.723,132.452,33.870,32.994,34.794,44451.330
2022-12-02 09:19:58,134.783,131.936,134.617,22.125,19.677,22.545,44452.730
2022-12-02 09:29:58,137.589,134.062,137.186,1.949,0.164,1.834,44453.600
2022-12-02 09:39:58,138.961,136.112,138.638,1.957,0.167,1.841,44453.680
2022-12-02 09:49:58,137.117,134.111,137.596,6.500,6.027,1.833,44453.790
2022-12-02 09:59:58,138.603,136.027,138.212,1.952,0.160,1.839,44453.870
2022-12-02 10:09:58,138.922,136.614,138.587,1.958,0.163,1.843,44454.170
2022-12-02 10:19:59,137.189,134.635,137.165,5.758,5.390,1.833,44454.270
2022-12-02 10:29:59,137.444,135.095,136.494,1.945,0.163,1.831,44454.360
2022-12-02 10:39:59,137.390,135.079,136.157,1.945,0.163,1.829,44454.450
2022-12-02 10:49:59,136.458,133.752,135.536,1.940,0.165,1.826,44454.550
2022-12-02 10:59:39,137.259,133.788,135.591,13.621,13.676,13.143,44454.640
2022-12-02 11:09:39,137.688,135.147,136.215,1.944,0.164,1.829,44454.950
2022-12-02 11:19:59,137.543,134.837,136.036,1.943,0.162,1.829,44455.050
2022-12-02 11:29:59,134.572,131.300,133.012,22.879,20.311,22.220,44455.500
2022-12-02 11:40:00,133.851,130.287,132.096,22.659,20.030,21.581,44457.040
2022-12-02 11:50:00,134.322,130.808,132.731,34.171,32.771,32.424,44458.350
2022-12-02 11:59:59,139.378,136.289,137.791,1.639,0.164,1.517,44459.620
2022-12-02 12:09:52,138.045,135.389,136.406,1.625,0.163,1.505,44459.690
2022-12-02 12:19:50,137.459,134.409,136.735,6.936,6.405,1.506,44459.770
2022-12-02 12:29:50,137.941,134.409,135.994,1.624,0.164,1.503,44459.850
2022-12-02 12:39:50,138.471,135.848,136.489,1.627,0.165,1.505,44459.920
2022-12-02 12:49:50,134.982,131.750,133.075,22.581,20.385,21.523,44460.900
2022-12-02 12:59:51,134.399,130.969,132.290,22.636,20.222,21.360,44462.180
2022-12-02 13:09:51,132.653,129.672,131.698,27.193,25.901,21.975,44463.450
2022-12-02 13:19:51,137.045,134.644,135.491,1.727,0.161,1.610,44464.090
2022-12-02 13:29:51,135.633,132.437,133.851,1.714,0.165,1.596,44464.230
2022-12-02 13:39:52,135.414,132.896,133.947,1.605,0.167,1.484,44464.540
2022-12-02 13:49:51,136.935,133.974,135.875,6.737,6.225,1.498,44464.610
2022-12-02 13:59:53,137.297,134.536,135.667,1.619,0.166,1.498,44464.680
2022-12-02 14:09:52,136.559,134.493,135.548,1.612,0.165,1.493,44464.750
2022-12-02 14:19:51,135.438,132.888,134.445,13.472,14.051,13.238,44464.940
2022-12-02 14:29:51,136.903,134.265,136.307,1.616,0.167,1.497,44465.100
2022-12-02 14:39:52,138.338,136.016,137.468,1.625,0.163,1.507,44465.180
2022-12-02 14:49:52,137.115,134.403,136.142,3.837,2.679,4.342,44465.270
2022-12-02 14:59:52,135.024,132.247,134.075,22.423,20.390,22.088,44465.720
2022-12-02 15:09:54,134.303,132.031,133.549,30.573,29.202,30.712,44467.400
2022-12-02 15:19:52,131.265,129.814,131.290,24.476,23.508,25.400,44468.920
2022-12-02 15:29:52,137.577,135.283,138.189,6.352,5.869,1.510,44469.910
2022-12-02 15:39:52,138.487,136.914,138.566,1.635,0.166,1.517,44470.200
2022-12-02 15:49:52,136.750,135.406,137.462,1.623,0.168,1.503,44470.280
2022-12-02 15:59:53,135.970,134.812,137.025,1.618,0.171,1.498,44470.360
2022-12-02 16:09:53,135.664,134.912,136.633,1.610,0.171,1.492,44470.440
2022-12-02 16:19:53,136.142,135.611,137.253,1.616,0.168,1.497,44470.510
2022-12-02 16:29:53,136.829,135.329,137.314,1.619,0.166,1.500,44470.600
2022-12-02 16:39:53,136.723,135.533,137.357,1.625,0.166,1.508,44470.880
2022-12-02 16:49:53,137.779,136.471,138.543,1.737,0.167,1.621,44470.970
2022-12-02 16:59:53,135.182,134.078,136.503,1.609,0.165,1.492,44471.060
2022-12-02 17:09:53,135.303,134.059,136.464,1.610,0.168,1.492,44471.130
2022-12-02 17:19:54,134.933,133.651,135.524,1.600,0.166,1.485,44471.210
2022-12-02 17:29:55,131.954,129.366,132.562,32.575,32.377,33.924,44471.640
2022-12-02 17:39:54,132.677,131.445,133.854,21.194,20.324,22.595,44473.120
2022-12-02 17:49:54,132.344,130.476,133.519,21.485,19.922,22.699,44474.410
2022-12-02 17:59:54,136.526,135.415,137.586,1.616,0.164,1.501,44475.500
2022-12-02 18:09:55,136.531,135.345,137.345,1.614,0.164,1.499,44475.570
2022-12-02 18:19:56,136.499,135.671,137.871,1.617,0.165,1.502,44475.650
2022-12-02 18:29:56,138.219,137.032,139.914,1.642,0.167,1.525,44475.930
2022-12-02 18:39:56,137.651,136.247,138.581,1.624,0.165,1.510,44476.020
2022-12-02 18:49:55,138.158,136.060,138.851,1.632,0.163,1.518,44476.130
2022-12-02 18:59:55,135.334,134.024,137.099,1.608,0.164,1.495,44476.220
2022-12-02 19:09:57,136.910,135.793,138.102,1.618,0.165,1.504,44476.320
2022-12-02 19:19:55,135.818,134.148,138.340,5.660,5.264,1.506,44476.410
2022-12-02 19:29:57,137.518,136.324,139.543,1.629,0.162,1.515,44476.710
2022-12-02 19:39:55,137.647,136.223,139.422,6.915,6.401,1.516,44476.810
2022-12-02 19:49:55,137.720,136.341,139.705,1.634,0.163,1.517,44476.910
2022-12-02 19:59:55,137.882,137.267,139.346,1.632,0.164,1.516,44477.010
2022-12-02 20:09:56,136.719,135.805,138.809,1.625,0.163,1.509,44477.120
2022-12-02 20:19:56,134.411,132.533,135.289,21.406,20.239,22.420,44478.390
2022-12-02 20:29:56,133.595,132.002,134.958,21.246,20.181,22.641,44479.700
2022-12-02 20:39:56,132.646,131.244,134.064,21.155,20.092,22.638,44481.000
2022-12-02 20:49:57,137.000,135.727,138.019,1.622,0.165,1.505,44481.340
2022-12-02 20:59:57,135.015,132.691,136.314,6.366,5.888,1.494,44481.440
2022-12-02 21:09:57,135.883,134.209,136.496,12.619,14.053,13.565,44481.630
2022-12-02 21:19:56,135.242,133.313,136.897,6.198,5.747,1.497,44481.820
2022-12-02 21:29:58,136.067,134.937,137.822,1.613,0.161,1.499,44481.920
2022-12-02 21:39:57,135.243,134.209,136.618,1.606,0.160,1.493,44482.010
2022-12-02 21:49:58,135.947,134.154,137.180,1.613,0.164,1.499,44482.110
2022-12-02 21:59:58,137.040,135.782,138.329,1.618,0.161,1.505,44482.200
2022-12-02 22:09:57,136.720,134.900,138.029,4.656,4.425,1.507,44482.500
2022-12-02 22:19:59,136.778,135.736,138.154,1.617,0.161,1.503,44482.590
2022-12-02 22:29:59,137.733,134.223,136.522,1.609,0.164,1.495,44482.680
2022-12-02 22:39:57,134.174,130.346,133.973,5.774,5.348,1.476,44482.790
2022-12-02 22:49:57,134.630,131.833,133.838,1.586,0.164,1.472,44482.880
2022-12-02 22:59:58,127.043,123.839,125.870,22.878,21.141,22.141,44483.300
2022-12-02 23:09:58,128.921,125.693,127.782,22.551,20.770,21.867,44484.770
2022-12-02 23:19:58,129.237,126.160,127.789,22.379,20.774,21.569,44486.030
2022-12-02 23:29:58,128.665,125.421,128.482,26.184,24.735,22.349,44487.320
2022-12-02 23:39:58,130.513,127.612,129.104,22.280,20.620,21.552,44488.590
2022-12-02 23:49:58,128.800,125.651,128.952,27.207,25.742,22.614,44489.870
