time,id,total_energy,ac_v1,ac_a1,ac_w1,ac_f1,ac_v2,ac_a2,ac_w2,ac_f2,ac_v3,ac_a3,ac_w3,ac_f3,dc_v1,dc_a1,dc_w1,dc_v2,dc_a2,dc_w2,temp,sun_meter,t_meter
2022-12-11 06:18:01,001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3
2022-12-11 06:18:01,002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3
2022-12-11 06:18:01,003,0,210.2,0.0,0.0,59.98,233.8,0.0,0.0,59.98,230.8,0.0,0.0,59.98,141.7,0.2,28.34,142.1,0.3,42.63,125.0,0,17.3
2022-12-11 06:18:01,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,17.3
2022-12-11 06:18:01,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,17.3
2022-12-11 06:18:01,006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3
2022-12-11 06:18:01,007,24030.39,220.5,0.0,0.0,59.98,219.8,0.0,0.0,59.98,220.1,0.0,0.0,59.98,201.1,0.4,80.44,200.0,0.0,0.0,38.68,0,17.3
2022-12-11 06:18:01,008,180121,42949672.95,4294967.29,2147483648,42949672.95,42949672.95,4294967.29,2147483648,42949672.95,42949672.95,4294967.29,2147483648,42949672.95,21474836.48,2147483.65,2147483648,0,0,0,0,0,17.3
2022-12-11 06:18:01,009,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17.3
2022-12-11 06:18:01,010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3
2022-12-11 06:18:01,011,0,222.5,0.0,0.0,59.95,219.2,0.0,0.0,59.95,222.3,0.0,0.0,59.95,261.3,0.5,130.65,260.3,0.0,0.0,30.91,0,17.3
2022-12-11 06:18:01,012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17.3
2022-12-11 06:18:01,013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3
